,Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
46,Alchemy of Souls: Part 2 // 환혼: 파트 2,Yes,2022-12-10,150200000,344.0,6.0,"['Adventure', 'Comedy', 'Family']","rapping animal,rapping penguin,talking animal,talking penguin,sequel","Follows Ida and Benni, who attend to The Winterstein School, which is no ordinary school, and must team together with their magical animals to solve the puzzle of mysterious holes that appeared on the school grounds."
47,PAW Patrol: Season 6,No,,149300000,38.0,5.2,"['Short', 'Drama', 'Western']","low budget short,gang,santa fe trail series,male female relationship,u.s. marshal",A cavalry officer is framed for the murder of a fellow officer and cashiered out of the army. After he gets out of prison he vows to find the renegade who framed him and bring him to justice.
51,Glass Onion: A Knives Out Mystery,Yes,2022-12-23,142900000,419661.0,7.1,"['Comedy', 'Crime', 'Drama']","sequel,detective,benoit blanc character,twin sister,private island",
53,Black Mirror: Season 6,Yes,2023-06-15,139900000,,,,,
55,The Walking Dead: Season 11,No,,136800000,1058121.0,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
56,Bridgerton: Season 1,Yes,2020-12-25,136600000,,,,,
59,The Snow Girl: Season 1 // La chica de nieve: Temporada 1,Yes,2023-01-27,134800000,15.0,5.6,"['Animation', 'Short']",,
60,Stranger Things 4,Yes,2022-05-27,133600000,18.0,9.4,"['Drama', 'Fantasy', 'Horror']",,
61,The Marked Heart: Season 1 // Pálpito: Temporada 1,Yes,2022-04-20,133500000,120.0,5.9,"['Crime', 'Drama']","british noir,b movie,forgery plates,kidnapping a girl,rape and sexual intercourse innuendo",Villain&apos;s kidnap a man&apos;s daughter in order to get hold of forgery plates which they believe to be in his possession.
62,Bridgerton: Season 2,Yes,2022-03-25,133400000,,,,,
64,PAW Patrol: Season 5,No,,130700000,,,,,
65,Pasión de Gavilanes: Season 1,No,,129200000,1544.0,6.1,"['Animation', 'Short', 'Adventure']","controversy,girl,laundry drying on a clothesline,african american,clothesline",
66,Suits (2011): Season 1,Yes,,129100000,,,['Sport'],"year in title,2010s,2000s,2020s,number in title",A review of Arsenal&apos;s 2011/2012 football season.
67,Sex/Life: Season 1,Yes,2021-06-25,126400000,,,,,
68,We Have a Ghost,Yes,2023-02-24,124400000,31282.0,6.1,"['Adventure', 'Comedy', 'Drama']","ghost,house,chase,car chase,based on short story","Finding a ghost named Ernest haunting their new home turns Kevin&apos;s family into overnight social media sensations. But when Kevin and Ernest investigate the mystery of Ernest&apos;s past, they become a target of the CIA."
69,You: Season 1,Yes,2018-12-26,123500000,23.0,8.3,['Short'],,
70,Business Proposal: Season 1 // 사내맞선: 시즌 1,Yes,2022-02-28,120700000,382.0,7.1,"['Documentary', 'Short']","year 1943,1940s,20th century,actor,war bond",
71,The Pale Blue Eye,Yes,2023-01-06,120500000,118352.0,6.6,"['Crime', 'Horror', 'Mystery']","murder,year 1830,1830s,19th century,winter","A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets&apos; code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar All..."
72,Crash Landing on You: Season 1 // 사랑의 불시착: 시즌 1,Yes,2019-12-14,120300000,14.0,5.9,['Short'],"sparring partner,balloon,professional wrestling,training camp,tent","Joe Palooka and Strangler Chokeovitch have set up training camps on adjacent beachfront sites. When Joe knocks out the Strangler after a misunderstanding, Chokeovitch&apos;s manager challenges the champ to a professional wrestling bout..."
73,AKA,Yes,2023-04-28,120000000,,,,,
74,MH370: The Plane That Disappeared: Limited Series,Yes,2023-03-08,118900000,13216.0,6.1,['Documentary'],"year 2014,malaysia airlines flight mh370,airplane,investigation,missing",
75,Queenmaker: Season 1 // 퀸메이커: 시즌 1,Yes,2023-04-14,118600000,,,,,
77,Breaking Bad: Season 2,No,,116200000,,,,,
78,Muted: Limited Series // El silencio: Miniserie,Yes,2023-05-19,115800000,,,,,
79,Lockwood & Co.: Season 1,Yes,2023-01-27,113600000,7.0,9.0,"['Short', 'Drama']",,"After a lonely old man is given an opportunity to prove that he can be a responsible grandparent, he struggles to protect his grandson from his ruthless neighbours."
80,You: Season 3,Yes,2021-10-15,107200000,262.0,5.4,"['Family', 'Musical', 'Animation']","junk man,junk,junk wagon,city dump,landfill",A mannequin in the city dump improvises a piano from the junk to play and sing the title song The various animals and pieces of junk all join in.
81,Breaking Bad: Season 5,No,,107000000,681.0,8.3,['Documentary'],"behind the scenes,making of,reference to breaking bad","An extensive, detailed account on the incredible legacy Breaking Bad created before it had even ended, whilst documenting in intimate detail the filming of its final season."
82,Suits (2011): Season 2,Yes,,106600000,,,['Sport'],"year in title,2010s,2000s,2020s,number in title",A review of Arsenal&apos;s 2011/2012 football season.
83,Murdaugh Murders: A Southern Scandal: Season 1,Yes,2023-02-22,104600000,9835.0,6.8,"['Documentary', 'Crime']","rich family,crime documentary,scandal,south carolina,double murder",Shocking tragedies shatter a tight-knit South Carolina community and expose the horrifying secrets of its most powerful family.
84,Welcome to Eden: Season 2 // Bienvenidos a Edén: Temporada 2,Yes,2023-04-21,104500000,,,['Drama'],,"Antonio is finally free from his father&apos;s ranch hard work. As soon as he turn 17, he moves out, seeking success and adventure in the city of stars called Eden where he meets the girl of his dreams. Once settle there, he gets to kn..."
85,Breaking Bad: Season 3,No,,104300000,20.0,7.4,"['Comedy', 'Music', 'Talk-Show']",,
86,Lucifer: Season 3,No,2017-10-03,102800000,,,['Comedy'],devil,The Devil&apos;s son decides to make Hell more up-to-date and with it.
89,Love to Hate You: Season 1 // 연애대전: 시즌 1,Yes,2023-02-10,99900000,426880.0,7.0,['Comedy'],"prom,sex comedy,female masturbation,female nudity,teen sex comedy",
90,The Blacklist: Season 1,No,,99900000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
91,Shadow and Bone: Season 1,Yes,2021-04-23,99500000,111361.0,7.6,"['Action', 'Adventure', 'Drama']","magic,power,young woman,soldier,gay man",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
92,"The Unbroken Voice: Season 1 // Canto para no llorar, Arelys Henao: Temporada 1",No,2022-11-23,99000000,,,"['Short', 'Comedy']",,
93,Designated Survivor: Season 1,Yes,2016-09-22,98500000,155.0,6.4,['Documentary'],,"This video feature shows highlights from the first season on the Survivor television show. Each castaway is featured in the order they were voted off, starting with clips from their auditions to the time they give their final rema..."
94,The Interest of Love: Limited Series // 사랑의 이해: 리미티드 시리즈,Yes,2022-12-21,97800000,16.0,7.2,['Comedy'],"parody comedy,spoof","Lost in the middle of nowhere, an eclectic band of characters try to figure out where they are, why they are there and just what went wrong, exactly. Zach wakes up to discover he is lost and abandoned in the middle of the desert. ..."
97,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc // 鬼滅の刃: 竈門炭治郎 立志編",No,,95800000,,,,,
98,The Blacklist: Season 9,No,,95700000,14.0,6.0,"['Documentary', 'Short']",dvd extra,
99,That '90s Show: Part 1,Yes,2023-01-19,95100000,174.0,6.4,"['Drama', 'Western']","spaghetti western,italo western,eastern,ostern,second part","The last of a two-part film centered on the life and career of John Reed, the revolutionary communist journalist."
100,You: Season 2,Yes,2019-12-26,95000000,,,['Short'],,A behind-the-scenes special feature looking at the city of New Orleans as a character in itself on the show.
101,La Reina del Sur: Season 1,No,2011-09-05,94700000,3323.0,7.9,"['Action', 'Crime', 'Drama']","telenovela,drug trafficking,cartel,femme fatale,kidnapping",Teresa Mendoza returns to Mexico after 8 years to fight with Mexican drug dealers.
104,Black Knight: Season 1 // 택배기사: 시즌 1,Yes,2023-05-12,94300000,1544.0,6.1,"['Animation', 'Short', 'Adventure']","controversy,girl,laundry drying on a clothesline,african american,clothesline",
105,Breaking Bad: Season 4,No,,94300000,681.0,8.3,['Documentary'],"behind the scenes,making of,reference to breaking bad","An extensive, detailed account on the incredible legacy Breaking Bad created before it had even ended, whilst documenting in intimate detail the filming of its final season."
107,Who Were We Running From?: Limited Series // Biz Kimden Kaçıyorduk Anne?: Mini Dizi,Yes,2023-03-24,92900000,3873.0,5.8,"['Crime', 'Drama', 'Mystery']","psychological drama,overprotective mother,cult,hotel,peer pressure","Hiding a mysterious past, a mother lives like a nameless fugitive with her daughter as they make hotels their home and see everyone else as a threat."
108,La Reina del Sur: Season 2,No,2019-08-16,92500000,7627.0,5.2,"['Comedy', 'Drama', 'Music']","dancer,dance,female protagonist,numbered sequel,sequel","Recently released from juvenile detention, talented dancer Maria Ramirez finds an outlet for her passion with a new dance crew."
109,Hunger // คนหิว เกมกระหาย,Yes,2023-04-08,92300000,,,,,
110,Alice in Borderland: Season 1 // 今際の国のアリス: シーズン1,Yes,2020-12-10,92200000,,,"['Short', 'Action', 'Drama']",,"A deleted scene cut from &apos;Angel: Season 3, Episode 13 - Waiting in the Wings&apos;."
112,Firefly Lane: Season 1,Yes,2021-02-03,91200000,,,,,
113,Women at War: Limited Series // Les Combattantes: Mini-série,Yes,2022-10-27,90800000,68.0,6.6,"['Short', 'Drama', 'War']","wacs,war widow,war game,male female relationship,father daughter relationship","Three young women join the newly formed Women&apos;s Army Corps (WACS) for varied reasons, and make contributions to the war effort."
114,Formula 1: Drive to Survive: Season 5,Yes,2023-02-24,90200000,48370.0,8.5,"['Documentary', 'Sport']","f1,formula 1,motor sports,car race,championship",Docuseries following the FIA Formula One World Championship across multiple seasons.
115,Sweet Tooth: Season 1,Yes,2021-06-04,89000000,27.0,8.8,"['Family', 'History', 'Sport']","year in title,2000s,number in title",A look at the 2001 Seattle Mariners who tied Major League Baseballs modern day record for most wins in a season with 116.
116,S.W.A.T. (2017): Season 1,No,,88600000,,,['Documentary'],"year in title,2010s,2000s,2020s,number in title",
117,Murder Mystery,Yes,2019-06-14,87900000,163191.0,6.0,"['Action', 'Comedy', 'Crime']","murder,boat,detective,hairdresser,gun",
119,Squid Game: Season 1 // 오징어 게임: 시즌 1,Yes,2021-09-17,87200000,251.0,1.6,"['Short', 'Comedy']",,
121,Manifest: Season 2,No,2021-06-10,86200000,,,,,
122,Extraction,Yes,2020-04-24,86100000,255235.0,6.8,"['Action', 'Thriller']","drug dealers,kidnapping,child kidnapping,shot in the head,bangladesh","Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he&apos;s enlisted to rescue the kidnapped son of an imprisoned international crime lord."
123,Lucifer: Season 2,No,2017-08-31,86100000,,,['Comedy'],devil,The Devil&apos;s son decides to make Hell more up-to-date and with it.
124,Lady Voyeur: Limited Series // Olhar Indiscreto: Minissérie,Yes,2022-12-31,86000000,,,,,
126,The Law According to Lidia Poët: Season 1 // La legge di Lidia Poët: Stagione 1,Yes,2023-02-15,85000000,7057.0,7.4,"['Biography', 'Crime', 'Drama']","lawyer,19th century,legal,legal drama,legal battle",
128,Lucifer: Season 1,No,2017-07-23,84400000,,,['Comedy'],devil,The Devil&apos;s son decides to make Hell more up-to-date and with it.
130,Breaking Bad: Season 1,No,,83200000,,,"['Comedy', 'Talk-Show']",,"In the very first episode of MovieDude98 Reviews&apos; history, Sean sums up what he has to say on Season 1 of hit show Breaking Bad."
131,The Last Kingdom: Seven Kings Must Die,Yes,2023-04-14,83200000,33179.0,6.9,"['Action', 'Drama', 'History']","anglo saxon,kingdom,exploration,warrior,epic","In the wake of King Edward&apos;s death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last."
132,Selling Sunset: Season 6,Yes,2023-05-19,82800000,,,,,
134,Suits (2011): Season 3,Yes,,82500000,,,['Documentary'],glasgow rangers,Highlights of Glasgow Rangers 2010/11 Season.
135,Sam & Cat: Season 1,No,,82400000,5484.0,8.2,"['Biography', 'Drama', 'War']","life,army",Revolves around the high and low points of Sam Manekshaw who became the first Indian Army officer to be promoted to the rank of Field Marshal.
136,Gilmore Girls: Season 1,Yes,,82100000,130.0,6.6,"['Musical', 'Short']","underwater scene,waterfall,precision,swimming,march",This Warner Bros. short film shows the process that studios use to select women for the chorus line in movie musicals. It then presents a few clips of chorus lines in Busby Berkeley production numbers from 1930s Warner Bros. music...
137,Sonic Prime: Season 1,Yes,2022-12-15,82100000,2247.0,7.3,"['Animation', 'Action', 'Adventure']","fast,based on video game,sonic the hedgehog,anthropomorphic animal,sonic the hedgehog character",Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.
138,Peppa Pig: Season 1,No,,81800000,982.0,7.7,"['Animation', 'Short', 'Adventure']","hotel,tying bedsheets,reference to dick tracy,star cameo,horseshoe in a glove",
139,Manifest: Season 3,No,2021-08-21,81700000,,,,,
141,Better Call Saul: Season 6,No,2022-04-19,80800000,620143.0,9.0,"['Crime', 'Drama']","lawyer,spin off,psychosomatic illness,criminal lawyer,drug trade",The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.
143,Hajime no Ippo: The Fighting!: Season 1 // はじめの一歩: シーズン1,No,,80300000,9.0,7.6,"['Action', 'Sport']",,
144,All Quiet on the Western Front // Im Westen nichts Neues,Yes,2022-10-28,80000000,66750.0,8.1,"['Drama', 'War']","1910s,anti war,shell shock,ptsd post traumatic stress disorder,depression","A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
145,Sky High: The Series: Season 1 // Hasta el cielo: La serie: Season 1,Yes,2023-03-17,79700000,,,['Sci-Fi'],"virtual reality,epic","In the distant future, humanity populates the far reaches of the universe. Now they are the target of an unknown enemy and only one group of mercenaries can save them - The PhoenIX."
146,Alpha Males: Season 1 // Machos alfa: Season 1,No,2022-12-30,78200000,,,"['Documentary', 'Short', 'Horror']","reference to walter hill,reference to joel silver,reference to richard donner,reference to robert zemeckis",This documentary is included on the Tales from the Crypt: The Complete First Season One DVD.
147,Record of Ragnarok: Season 2 // 終末のワルキューレ: シーズン２,No,2023-01-26,78200000,237.0,9.3,"['Documentary', 'Short']",,
149,Stranger Things,Yes,2016-07-15,77800000,104.0,7.1,['Drama'],"title co written by female,title co directed by female,f rated","An unusual and touching bond develops when grieving Oona reaches out to a mysterious homeless man, offering him a place to stay in her garden shed."
150,Paw Patrol: The Movie,No,,77200000,3893.0,6.0,"['Animation', 'Action', 'Adventure']","dog,second part,based on tv series,based on cartoon,cgi animation","A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups"
152,The Crown: Season 5,Yes,2022-11-09,76300000,,,,,
153,Next in Fashion: Season 2,Yes,2023-03-03,75700000,284.0,7.5,"['Documentary', 'Short']",,Journey to Northern Ireland for this look at the breathtaking locations used in the hit HBO series &apos;Game of Thrones.&apos;
154,Gilmore Girls: Season 2,Yes,,75200000,15.0,8.2,"['Short', 'Comedy']",,
155,Lucifer: Season 5,No,2020-08-21,75200000,,,,,
156,The Boss Baby,No,,75100000,137978.0,6.3,"['Animation', 'Adventure', 'Comedy']","baby,brother brother relationship,talking baby,close up of eye,puppy","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co."
160,Money Heist: Part 1 // La casa de papel: Parte 1,Yes,2017-07-01,73100000,,,"['Short', 'Sci-Fi']","fan film,star trek fan film,23rd century,fan production","An ancient, stolen artifact has resurfaced after thousands of years and it&apos;s up to the crew of the Dominion to return it to its rightful owners."
162,Vincenzo: Season 1 // 빈센조: 시즌 1,Yes,2021-02-20,72800000,6.0,7.8,"['Drama', 'Music']",,"La Sonnambula was first performed with enormous success at the Teatro Carcano, Milan on 6th March 1831 with Giuditta Pasta and Giambattista Rubini in the roles of Amina and Elvino, the most well-known and ideal singers for the par..."
163,The Walking Dead: Season 10,No,,72200000,1058121.0,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
164,The Witcher: Season 1,Yes,2019-12-20,72200000,26.0,7.1,"['Comedy', 'Talk-Show']",,Review: Fantasy drama streaming series The Witcher Season 1 (2019).
165,Gabby's Dollhouse: Season 1,Yes,2021-01-05,71600000,,,,,
166,The Walking Dead: Season 3,No,,71600000,4213.0,7.7,"['Drama', 'Horror', 'Thriller']","zombie,zombie apocalypse,choice,nonlinear timeline,brother brother relationship",A teenage Clementine and a new survivor named Javier are brought together when a new threat worse than the dead arises.
168,Gilmore Girls: Season 3,Yes,,71300000,18.0,6.3,"['Short', 'Comedy']",,"Same girls, same problems... forty years later. This satirical valentine to Lena Dunham&apos;s groundbreaking HBO series stars original SNL cast member Laraine Newman, as well as Wendi Malick, Mindy Sterling, Sally Kemp, Martin Starr, ..."
169,Red Rose: Season 1,Yes,2023-02-15,71100000,7.0,8.7,"['Animation', 'Comedy', 'Sci-Fi']",,
170,Fauda: Season 4 // פאודה: עונה 4,Yes,2023-01-20,71000000,,,['Talk-Show'],,"Inside Fauda Host Brad Pomerance speaks with Luna Mansour (Marwa), Moran Rosenblatt (Anat) and Season 2 Head Writer Amir Mann about joining Fauda in Season 2, after the show had already become an international hit."
172,Gilmore Girls: Season 5,Yes,,69900000,43540.0,7.5,"['Comedy', 'Drama']","2010s,mother daughter relationship,widow,failure,loneliness","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change."
173,Gilmore Girls: Season 4,Yes,,69800000,43540.0,7.5,"['Comedy', 'Drama']","2010s,mother daughter relationship,widow,failure,loneliness","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change."
174,The Blacklist: Season 2,No,,69700000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety."
176,Stranger Things 2,Yes,2017-10-27,69200000,,,"['Short', 'Comedy']",,Netflix commercial for Stranger Things 2 in Colombia.
177,Hometown Cha-Cha-Cha: Season 1 // 갯마을 차차차: 시즌 1,Yes,2021-08-28,69000000,,,['Drama'],,"The life story of Ch&apos;oe Hong-hui. Also known as General Choi, he was a South Korean army general and martial artist who is a controversial figure in the history of the Korean martial art of Taekwondo. In 1972, Choi went into exile..."
178,Love Is Blind: Season 3,Yes,2022-10-19,68900000,,,,,
179,Kill Boksoon // 길복순,Yes,2023-03-31,68500000,11213.0,6.6,"['Action', 'Thriller']","female assassin,gay,lgbt,lesbian,daughter",A single mother who is a renowned hired killer finds it difficult to achieve a balance between her personal and work life.
181,The Flash (2014): Season 1,No,,68200000,11869.0,8.4,['Short'],,
182,Red Notice,Yes,2021-11-12,68100000,308125.0,6.3,"['Action', 'Comedy', 'Thriller']","thief,heist,chase,rivalry,art",An Interpol agent successfully tracks down the world&apos;s most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.
183,Henry Danger: Season 1,No,,67800000,,,,,
184,The Queen of Flow: Season 2 // La reina del flow: Temporada 2,No,2021-11-17,67800000,237.0,9.3,"['Documentary', 'Short']",,
185,The Walking Dead: Season 2,No,,67700000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety."
186,Viking Wolf // Vikingulven,Yes,2023-02-03,67500000,6935.0,5.2,"['Horror', 'Thriller']","werewolf,small town,killing,key witness,normandy france","Thale (17) has just moved with her parents to a small town after her mother has a new job in the local police. After a student is killed brutally at a party Thale attends, she becomes a key witness. Was the killer an animal? A wolf?"
187,Designated Survivor: Season 2,Yes,2017-09-28,67200000,102.0,5.5,['Reality-TV'],non fiction,
189,Hotel Transylvania 2,No,,67000000,139444.0,6.6,"['Animation', 'Adventure', 'Comedy']","hotel,vampire,party,bird,dracula",
190,Stranger Things 3,Yes,2019-07-04,67000000,,,"['Short', 'Comedy']",,
191,Masha and the Bear: Season 1,No,,66700000,101.0,7.9,"['Animation', 'Family']",,
192,Outlander: Season 1,No,2016-03-31,66500000,,,,,
194,Single’s Inferno: Season 2 // 솔로지옥: 시즌 2,Yes,2022-12-13,65900000,,,,,
195,The Witcher: Blood Origin: Limited Series,Yes,2022-12-25,65300000,43782.0,4.9,"['Action', 'Adventure', 'Drama']","prequel to tv series,prequel,tv mini series,warrior,king",
198,Jumanji: The Next Level,No,,64300000,274154.0,6.7,"['Action', 'Adventure', 'Comedy']","video game world,trapped in a game,jumanji,sequel,jungle","In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world&apos;s most danger..."
199,Suits (2011): Season 4,Yes,,64200000,,,['Short'],virtual reality short,
200,Gilmore Girls: Season 6,Yes,,63900000,130.0,6.6,"['Musical', 'Short']","underwater scene,waterfall,precision,swimming,march",This Warner Bros. short film shows the process that studios use to select women for the chorus line in movie musicals. It then presents a few clips of chorus lines in Busby Berkeley production numbers from 1930s Warner Bros. music...
202,All American: Season 5,No,,63700000,171.0,5.3,"['Short', 'Comedy']","charlie mccarthy character,ventriloquist,ventriloquist dummy,ventriloquism,one reeler","The Dean and Board of Flunk Well College are arguing with its football coach, Bergen, about the team&apos;s star player, Charlie McCarthy, who is the only reason the team is a winning one, but who isn&apos;t doing well academically and coul..."
203,Peppa Pig: Season 2,No,,63700000,,,"['Animation', 'Comedy']",,
204,DAHMER: Monster: The Jeffrey Dahmer Story,Yes,2022-09-21,63500000,148405.0,7.9,"['Biography', 'Crime', 'Drama']","homosexual,gay serial killer,murder,serial killer,homosexuality","The story of a cannibalistic serial killer named Jeffrey Dahmer, a.k.a. the Milwaukee Monster."
205,The Blacklist: Season 3,No,,63500000,7559.0,9.0,"['Documentary', 'Short']",,
207,Home (2015),No,,62800000,109736.0,6.5,"['Animation', 'Adventure', 'Comedy']","alien,human,friendship,interspecies friendship,outer space","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference."
209,The Walking Dead: Season 4,No,,62300000,1058121.0,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
210,Harry & Meghan: Limited Series,Yes,2022-12-08,62000000,836899.0,7.6,"['Adventure', 'Family', 'Fantasy']","magic,wizard,orphan,school of magic,based on novel","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
211,The Walking Dead: Season 5,No,,62000000,35.0,9.3,['Talk-Show'],tv special,
212,My Dad the Bounty Hunter: Season 1,Yes,2023-02-09,61800000,1423.0,7.2,"['Animation', 'Action', 'Adventure']","cgi animation,bounty hunter,alien,danger,laser gun",
215,Pasión de Gavilanes: Season 2,No,,61500000,,,"['Crime', 'Drama']","female full frontal nudity,female topless nudity,female nudity,female frontal nudity,female rear nudity","After being the best hit man of all time, now he has to be the victim of a revenge that not even with all the men in the world could finish him off."
217,Peaky Blinders: Season 1,No,2014-09-30,61100000,56.0,9.3,['Talk-Show'],,Josh and David recap and review the full third season of BBC&apos;s Peaky Blinders (2013).
218,Victorious: Season 1,No,,61100000,20.0,5.5,"['Action', 'Crime', 'Drama']","revenge,daughter,business",
219,Never Have I Ever: Season 1,Yes,2020-04-27,61000000,49.0,6.8,['Comedy'],"party,teenager,sex comedy","Charlie Brandis leads a quiet and uneventful life as a wallflower. His parents trust him, his friends like him, girls are indifferent toward him. Then there&apos;s the girl he&apos;s watched from afar, Annie Briggs, who doesn&apos;t even know he..."
220,THE DAYS: Limited Series,No,2023-06-01,60800000,,,,,
221,Eva Lasting: Season 1 // La primera vez: Temporada 1,Yes,2023-02-15,60600000,146.0,8.1,['Short'],,A look at the casting process of Sons of Anarchy.
223,Narcos: Season 1,Yes,2015-08-28,59900000,11869.0,8.4,['Short'],,
224,The Walking Dead: Season 6,No,,59800000,1058121.0,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
225,MADOFF: The Monster of Wall Street: Limited Series,Yes,2023-01-04,59600000,6860.0,7.3,"['Documentary', 'Crime']","true crime,ponzi,american criminal,cheating,money",It follows the rise and fall of the American financier and ponzi schemer: Madoff.
226,The Witcher: Season 2,Yes,2021-12-17,59300000,193.0,6.6,['Documentary'],tv special,Short documentary about making the second season of The Witcher (2019).
227,Sky Rojo: Season 3,Yes,2023-01-13,58500000,10936.0,6.6,"['Action', 'Adventure', 'Crime']","freedom,gun,pistol,criminal,club","Coral, Wendy and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club and his henchmen, Moises and Christian."
228,Young Lady and Gentleman // 신사와 아가씨,No,,58500000,192.0,6.4,['Drama'],based on novel,
229,Miraculous: Tales of Ladybug & Cat Noir: Season 1,No,,58300000,14840.0,7.5,"['Animation', 'Action', 'Adventure']","heroine,superheroine,teenage girl,teenage hero,teenage heroine","Marinette and Adrien, two normal teens, transform into the superheroes Ladybug and Cat Noir when a mysterious evil threatens to destroy Paris."
230,Never Have I Ever: Season 3,Yes,2022-08-12,58300000,49.0,6.8,['Comedy'],"party,teenager,sex comedy","Charlie Brandis leads a quiet and uneventful life as a wallflower. His parents trust him, his friends like him, girls are indifferent toward him. Then there&apos;s the girl he&apos;s watched from afar, Annie Briggs, who doesn&apos;t even know he..."
232,S.W.A.T. (2017): Season 2,No,,57900000,,,"['Short', 'Family']","year in title,2010s,number in title",
233,ONE PIECE: East Blue // ワンピース: イーストブルー編,No,,57800000,380.0,7.2,"['Animation', 'Action', 'Adventure']","hat,pirate,based on manga,anime animation","The words that Gold Roger, the King of the Pirates, uttered just before his death excited the masses and the world has entered a Great Pirate Era. There is a group of young pirates who are about to set sail on the Grand Line."
236,Workin' Moms: Season 7,No,2023-04-26,57500000,,,,,
237,Barbie Life in the Dreamhouse: Season 1,Yes,,57400000,,,,,
238,The Walking Dead: Season 7,No,,57400000,24.0,7.9,['Short'],,The cast and producers of The Walking Dead recount the happenings in the series&apos; seventh season.
239,The Blacklist: Season 8,No,,57000000,69.0,7.7,"['Short', 'Drama']",,A behind the scenes look at the character Nell Jones in Season 8.
243,Gilmore Girls: Season 7,Yes,,56500000,117.0,5.5,"['Short', 'Comedy']","theater,trained animal,charlie mccarthy character,ventriloquist,ventriloquist dummy","Sitting in a theater box, Edgar Bergen and Charlie McCarthy make comments between the acts of a vaudeville show."
245,Suits (2011): Season 5,Yes,,56400000,,,"['Short', 'Comedy']",,
246,The Croods,No,,56400000,228037.0,7.2,"['Animation', 'Action', 'Adventure']","caveman,father daughter relationship,journey,cgi animation,teen romance","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy."
248,The Empress: Season 1 // Die Kaiserin: Staffel 1,Yes,2022-09-29,56000000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
249,Matilda (1996),No,,55700000,,,,,
253,Jane The Virgin: Season 1,Yes,,55200000,11869.0,8.4,['Short'],,
254,The Blacklist: Season 4,No,,55200000,,,"['Documentary', 'Short']",,
256,The Queen of Flow: Season 1 // La reina del flow: Temporada 1,No,2018-11-09,55000000,11869.0,8.4,['Short'],,
